"h3_id","count_traffic","mean_speed","scale"
"8a6ad8c30ce7fff","1.9091","48.2954","4"
"8a6ad8d1b707fff","1.7778","45.027","4"
"8a6ad8dad25ffff","2.0909","40.3656","4"
"8a6ad8d09cb7fff","2.1667","40.0173","4"
"8a6ad8d0e49ffff","1.1667","47.5373","4"
"8a6ad8c33c97fff","13.0","48.6755","4"
"8a6ad8d08367fff","2.1667","43.3945","4"
"8a6ad8d0e8a7fff","1.2","40.2548","4"
"8a6ad8d1e317fff","2.1429","42.908","4"
"8a6ad8d1cd0ffff","2.25","48.035","4"
"8a6ad8c266a7fff","1.5833","47.0408","4"
"8a6ad8c26697fff","1.4","41.0389","4"
"8a6ad8d852a7fff","1.6667","46.3785","4"
"8a6ad8c304dffff","1.0","41.9705","4"
"8a6ad8c26637fff","1.6364","48.9525","4"
"8a6ad8d85ae7fff","1.8","47.5848","4"
"8a6ad8d89b8ffff","1.4286","43.5208","4"
"8a6ad8c34757fff","1.9091","41.8469","4"
"8a6ad8d89a8ffff","1.4286","46.6525","4"
"8a6ad8c3041ffff","1.0","40.2103","4"
"8a6ad8da02e7fff","1.0","41.8111","4"
"8a6ad8d89847fff","2.0","46.8227","4"
"8a6ad8d81b9ffff","1.5","42.6176","4"
"8a6ad8d8135ffff","1.4286","41.1251","4"
"8a6ad8d09a77fff","1.0","44.5645","4"
"8a6ad8da152ffff","1.0","44.4094","4"
"8a6ad8c3462ffff","1.9091","48.3062","4"
"8a6ad8d72617fff","1.0","44.7407","4"
"8a6ad8c30d47fff","1.8","45.4422","4"
"8a6ad8d83a8ffff","1.4286","40.0097","4"
"8a6ad8da1587fff","1.0","42.3546","4"
"8a6ad8da109ffff","1.0","40.1489","4"
"8a6ad8d0c64ffff","1.6667","44.2315","4"
"8a6ad8c3356ffff","1.0","41.6213","4"
"8a6ad8d7261ffff","1.0","41.1262","4"
"8a6ad8c2661ffff","1.5833","46.4989","4"
"8a6ad8c30c0ffff","1.8182","48.4282","4"
"8a6ad8da9947fff","1.125","43.6514","4"
"8a6ad8c35b5ffff","1.4444","44.5994","4"
"8a6ad8c26127fff","1.0","40.3128","4"
"8a6ad8da9967fff","2.2727","46.7447","4"
"8a6ad8dae62ffff","2.1","40.4661","4"
"8a6ad8dae627fff","1.7143","42.3523","4"
"8a6ad8d0a24ffff","1.25","41.5738","4"
"8a6ad8c26617fff","1.6","41.9508","4"
"8a6ad8dae39ffff","1.9091","44.9025","4"
"8a6ad8d02baffff","2.6667","43.2346","4"
"8a6ad8c26b07fff","1.2","41.4031","4"
"8a6ad8d818e7fff","1.5","40.6899","4"
"8a6ad8c34747fff","1.9091","42.0407","4"
"8a6ad8d8538ffff","1.5","47.7485","4"
"8a6ad8c326effff","2.6316","46.5841","4"
"8a6ad8da1547fff","1.0","42.9751","4"
"8a6ad8d08377fff","1.5","44.5789","4"
"8a6ad8d85ac7fff","1.8","41.5734","4"
"8a6ad8d8e9a7fff","1.5","48.6752","4"
"8a6ad8d81277fff","1.0","40.33","4"
"8a6ad8d0886ffff","1.8571","44.1308","4"
"8a6ad8d8c79ffff","2.0","45.1106","4"
"8a6ad8c268b7fff","1.2727","48.4833","4"
"8a6ad8d8530ffff","1.2","48.1007","4"
"8a6ad8d02a07fff","2.3333","43.4295","4"
"8a6ad8c35067fff","1.75","40.5671","4"
"8a6ad8d0b55ffff","1.375","44.4605","4"
"8a6ad8d83a9ffff","1.3333","44.7257","4"
"8a6ad8dae297fff","2.1","40.3311","4"
"8a6ad8d0a25ffff","1.25","47.2238","4"
"8a6ad8c33647fff","12.7143","45.0634","4"
"8a6ad8d02b8ffff","2.6667","47.1694","4"
"8a6ad8d1ccaffff","2.0","40.6431","4"
"8a6ad8d8532ffff","1.8","46.4357","4"
"8a6ad8d1e307fff","2.0","42.2364","4"
"8a6ad8c2671ffff","1.5454","41.6524","4"
"8a6ad8d194a7fff","1.1429","44.6801","4"
"8a6ad8d0b50ffff","1.625","48.7044","4"
"8a6ad8d12337fff","7.2857","40.1902","4"
"8a6ad8d83327fff","1.0","45.5163","4"
"8a6ad8d726f7fff","1.0","43.847","4"
"8a6ad8da071ffff","1.0","42.9017","4"
"8a6ad8c249b7fff","1.0","48.9058","4"
"8a6ad8d89cb7fff","1.3333","48.1455","4"
"8a6ad8d136effff","9.9048","44.204","4"
"8a6ad8d0b077fff","1.1","43.4325","4"
"8a6ad8d0ec27fff","1.6667","42.8759","4"
"8a6ad8c26157fff","1.0","45.5634","4"
"8a6ad8d81a8ffff","1.5","42.0435","4"
"8a6ad8d19487fff","1.125","45.6395","4"
"8a6ad8c2685ffff","1.3333","48.0719","4"
"8a6ad8c33c5ffff","5.0476","42.7523","4"
"8a6ad8da15affff","1.0","46.7919","4"
"8a6ad8dad257fff","1.5","48.6204","4"
"8a6ad8c30c77fff","1.6364","43.4164","4"
"8a6ad8d81257fff","1.4286","41.8736","4"
"8a6ad8da044ffff","1.0","42.5428","4"
"8a6ad8d8981ffff","2.0","43.0742","4"
"8a6ad8c02ac7fff","1.0","43.06","4"
"8a6ad8d0b557fff","1.625","48.0572","4"
"8a6ad8dae677fff","2.1","42.3544","4"
"8a6ad8d02a9ffff","2.3333","43.8106","4"
"8a6ad8dad26ffff","2.1818","41.5542","4"
"8a6ad8d8304ffff","1.4286","43.5325","4"
"8a6ad8dad2dffff","2.7273","48.71","4"
"8a6ad8c2679ffff","1.6667","44.5399","4"
"8a6ad8d1d077fff","1.1429","47.3239","4"
"8a6ad8dae2b7fff","2.1","42.9081","4"
"8a6ad8d0e98ffff","1.2","47.8571","4"
"8a6ad8d1cd27fff","2.0","47.4467","4"
"8a6ad8d83337fff","1.4286","48.1712","4"
"8a6ad8d89c97fff","2.0","41.7791","4"
"8a6ad8c30d5ffff","1.8182","46.95","4"
"8a6ad8c24c57fff","1.3333","47.0161","4"
"8a6ad8d72607fff","1.0","44.5075","4"
"8a6ad8c330d7fff","1.0","43.8633","4"
"8a6ad8da176ffff","1.0","43.6848","4"
"8a6ad8d1e677fff","2.1111","40.9571","4"
"8a6ad8d8ed0ffff","1.5714","44.6682","4"
"8a6ad8d8e9affff","1.5","40.6504","4"
"8a6ad8d85317fff","1.75","40.3495","4"
"8a6ad8da995ffff","2.1818","48.5506","4"
"8a6ad8d85a1ffff","1.8","46.7038","4"
"8a6ad8d88d07fff","2.0","47.4107","4"
"8a6ad8c267b7fff","1.0","40.929","4"
"8a6ad8d1e217fff","1.0","46.5694","4"
"8a6ad8c33d2ffff","2.0","42.1716","4"
"8a6ad8d89b87fff","1.4286","41.2278","4"
"8a6ad8d8e997fff","1.4286","47.4556","4"
"8a6ad8c35a9ffff","1.8182","43.0862","4"
"8a6ad8d19437fff","1.1429","40.5928","4"
"8a6ad8d8c467fff","1.5","41.7668","4"
"8a6ad8c05d0ffff","1.25","46.7463","4"
"8a6ad8d88d1ffff","1.5","44.8081","4"
"8a6ad8d1cc8ffff","2.0","40.6261","4"
"8a6ad8c24d67fff","1.375","46.1002","4"
"8a6ad8d1c527fff","2.0","45.2784","4"
"8a6ad8c05d77fff","2.5","45.6323","4"
"8a6ad8c33d0ffff","2.0625","40.6733","4"
"8a6ad8d0274ffff","2.25","40.8782","4"
"8a6ad8d1951ffff","1.1429","46.1399","4"
"8a6ad8d0a6cffff","1.3333","48.4674","4"
"8a6ad8d026e7fff","1.0","45.8968","4"
"8a6ad8d0a257fff","1.0","41.6559","4"
"8a6ad8d83a47fff","1.0","48.332","4"
"8a6ad8d0ec07fff","1.6667","44.2782","4"
"8a6ad8d0b54ffff","1.625","42.8959","4"
"8a6ad8d81aa7fff","1.5","40.4198","4"
"8a6ad8da1097fff","1.0","42.2472","4"
"8a6ad8d83a5ffff","1.5714","46.2453","4"
"8a6ad8d8cd2ffff","2.0","45.4457","4"
"8a6ad8d85307fff","1.75","41.4531","4"
"8a6ad8d81bb7fff","1.5","42.1906","4"
"8a6ad8d8215ffff","3.0","46.1395","4"
"8a6ad8dac407fff","3.4","44.058","4"
"8a6ad8c32697fff","2.2353","48.7102","4"
"8a6ad8c3062ffff","2.0","42.3106","4"
"8a6ad8c2686ffff","1.125","47.6537","4"
"8a6ad8c30d57fff","1.8182","47.7993","4"
"8a6ad8d1ea17fff","2.2","48.7668","4"
"8a6ad8c05d57fff","2.5","44.04","4"
"8a6ad8c24d47fff","1.3333","41.7627","4"
"8a6ad8da994ffff","1.7273","43.9091","4"
"8a6ad8d1d6effff","0.8","46.6815","4"
"8a6ad8c3506ffff","1.5385","42.1529","4"
"8a6ad8dae737fff","1.5","43.5456","4"
"8a6ad8d81ad7fff","1.5714","44.7645","4"
"8a6ad8dac457fff","1.6364","47.7887","4"
"8a6ad8d0a6effff","1.375","41.9778","4"
"8a6ad8c26707fff","1.2857","48.8679","4"
"8a6ad8d8834ffff","2.0","46.0145","4"
"8a6ad8d8180ffff","1.5","43.4953","4"
"8a6ad8d1ea9ffff","2.1429","45.3814","4"
"8a6ad8c05d2ffff","2.55","41.7272","4"
"8a6ad8d1ad8ffff","1.5714","40.6557","4"
"8a6ad8d1e3affff","2.1429","41.7041","4"
"8a6ad8d8826ffff","2.0","41.8943","4"
"8a6ad8c256d7fff","1.85","42.7631","4"
"8a6ad8d8185ffff","1.5","40.0941","4"
"8a6ad8c35a97fff","1.0","42.8019","4"
"8a6ad8d89c9ffff","2.0","48.1723","4"
"8a6ad8c35ae7fff","1.75","46.6826","4"
"8a6ad8d1daa7fff","1.1429","46.1912","4"
"8a6ad8d0b157fff","1.7692","40.5848","4"
"8a6ad8da15b7fff","1.0","45.0628","4"
"8a6ad8c05a27fff","2.85","47.6292","4"
"8a6ad8d8c6b7fff","2.0","45.2346","4"
"8a6ad8d81acffff","1.5714","42.7781","4"
"8a6ad8d893a7fff","1.4286","45.6823","4"
"8a6ad8c3360ffff","1.0","41.9103","4"
"8a6ad8d0ec2ffff","1.5","47.6367","4"
"8a6ad8da0667fff","1.0","46.1154","4"
"8a6ad8c21d2ffff","1.3571","45.3407","4"
"8a6ad8c23717fff","2.65","45.6812","4"
"8a6ad8d82077fff","3.0","45.279","4"
"8a6ad8c266affff","1.5833","40.3869","4"
"8a6ad8d818effff","1.5","42.585","4"
"8a6ad8c267affff","1.5","43.7007","4"
"8a6ad8d1c51ffff","2.25","40.5933","4"
"8a6ad8d85af7fff","1.6","45.2045","4"
"8a6ad8d81937fff","1.4286","40.1599","4"
"8a6ad8d1cc27fff","2.0","48.2731","4"
"8a6ad8c21c17fff","2.6","47.5168","4"
"8a6ad8d8822ffff","1.8","41.6841","4"
"8a6ad8d0a2e7fff","1.25","47.3816","4"
"8a6ad8c25b37fff","1.3571","46.5171","4"
"8a6ad8c256f7fff","1.85","44.7542","4"
"8a6ad8da996ffff","2.1818","40.7737","4"
"8a6ad8c326cffff","2.5263","45.473","4"
"8a6ad8d0204ffff","2.0","45.7809","4"
"8a6ad8d026f7fff","2.0","44.9129","4"
"8a6ad8c2670ffff","1.6","47.0448","4"
"8a6ad8d19c77fff","1.0","41.93","4"
"8a6ad8c24cd7fff","1.4","45.3692","4"
"8a6ad8d8c46ffff","1.0","41.398","4"
"8a6ad8d1eb2ffff","1.0","47.7413","4"
"8a6ad8dae077fff","1.0","47.6292","4"
"8a6ad8da2a87fff","0.5","48.4688","4"
"8a6ad8c324b7fff","1.0","47.5593","4"
"8a6ad8d0b057fff","2.1333","48.3914","4"
"8a6ad8c33c17fff","2.0","44.5717","4"
"8a6ad8d0b507fff","1.375","44.8962","4"
"8a6ad8c256c7fff","1.8667","44.1396","4"
"8a6ad8d81b87fff","1.5","42.0733","4"
"8a6ad8c33c07fff","2.0","45.2951","4"
"8a6ad8d1db8ffff","1.1429","42.6937","4"
"8a6ad8d83ae7fff","1.5714","45.7754","4"
"8a6ad8d0ec0ffff","1.6667","47.4362","4"
"8a6ad8d726c7fff","1.0","44.2058","4"
"8a6ad8d81367fff","1.4286","47.5794","4"
"8a6ad8d1d067fff","1.0","48.8839","4"
"8a6ad8c3005ffff","2.1176","44.739","4"
"8a6ad8d1d14ffff","1.1429","44.4313","4"
"8a6ad8c30607fff","2.0625","46.6419","4"
"8a6ad8d0b547fff","1.6667","42.6976","4"
"8a6ad8d09a67fff","1.0","40.5088","4"
"8a6ad8c25b27fff","1.4375","45.7961","4"
"8a6ad8d1dab7fff","1.1429","44.4837","4"
"8a6ad8d8986ffff","2.0","48.8241","4"
"8a6ad8d0b0affff","1.75","45.9527","4"
"8a6ad8dae667fff","2.1","48.7021","4"
"8a6ad8c03b0ffff","2.0","43.6619","4"
"8a6ad8c2672ffff","1.6","42.4413","4"
"8a6ad8d09007fff","1.0","48.5647","4"
"8a6ad8c26797fff","1.6667","45.595","4"
"8a6ad8d8eda7fff","1.5714","47.6618","4"
"8a6ad8d08847fff","1.8889","44.8201","4"
"8a6ad8d09017fff","1.8333","47.1885","4"
"8a6ad8d8120ffff","1.4286","40.4599","4"
"8a6ad8d81267fff","1.4286","44.6403","4"
"8a6ad8da9847fff","1.8889","45.7559","4"
"8a6ad8d81347fff","1.4286","46.1275","4"
"8a6ad8d85adffff","1.8","42.9594","4"
"8a6ad8d0ba77fff","1.0","45.1483","4"
"8a6ad8c26627fff","1.0","48.5607","4"
"8a6ad8c23d47fff","2.7059","44.879","4"
"8a6ad8d0b177fff","1.7692","48.2024","4"
"8a6ad8c239a7fff","2.65","47.047","4"
"8a6ad8c2344ffff","2.7","42.7034","4"
"8a6ad8d1952ffff","1.1429","46.0047","4"
"8a6ad8d0ed1ffff","1.3333","43.1979","4"
"8a6ad8dacab7fff","3.1333","48.2093","4"
"8a6ad8d8c447fff","2.0","47.5616","4"
"8a6ad8da984ffff","2.5833","46.3146","4"
"8a6ad8d8edaffff","1.5","42.2527","4"
"8a6ad8d88347fff","1.4","46.2341","4"
"8a6ad8c30c2ffff","1.375","40.2199","4"
"8a6ad8d56497fff","1.5","44.1344","4"
"8a6ad8c202d7fff","2.3","47.7451","4"
"8a6ad8daa6d7fff","2.0","47.3109","4"
"8a6ad8c2678ffff","1.5","42.1918","4"
"8a6ad8d0b097fff","1.5714","40.0554","4"
"8a6ad8d1cd07fff","2.0","45.8158","4"
"8a6ad8d8c7a7fff","2.0","42.1798","4"
"8a6ad8d026c7fff","2.0","41.7668","4"
"8a6ad8d88c27fff","1.5","48.2885","4"
"8a6ad8d1c417fff","2.0","45.6007","4"
"8a6ad8daeab7fff","2.125","47.6906","4"
"8a6ad8c33c1ffff","2.0","33.9913","3"
"8a6ad8c23987fff","2.0556","32.5153","3"
"8a6ad8d1b8cffff","1.1429","38.2927","3"
"8a6ad8d1d86ffff","1.1429","34.5687","3"
"8a6ad8d893b7fff","1.4286","35.2677","3"
"8a6ad8d1e68ffff","1.1429","33.8279","3"
"8a6ad8c23d4ffff","2.6","33.0637","3"
"8a6ad8d0ed0ffff","1.6667","38.9766","3"
"8a6ad8d0e547fff","1.3333","34.3683","3"
"8a6ad8c306dffff","2.0","34.663","3"
"8a6ad8d8128ffff","1.4286","37.6621","3"
"8a6ad8d0205ffff","2.0","30.4233","3"
"8a6ad8d1b8effff","1.125","32.5731","3"
"8a6ad8c326b7fff","2.2353","35.3806","3"
"8a6ad8d08877fff","1.8571","30.8454","3"
"8a6ad8d89a6ffff","2.5263","34.9966","3"
"8a6ad8d1e2b7fff","2.1111","35.4536","3"
"8a6ad8d0d49ffff","1.0","36.1206","3"
"8a6ad8d81b97fff","1.1667","33.7535","3"
"8a6ad8d1ac9ffff","1.0","34.1921","3"
"8a6ad8c268d7fff","1.3333","36.4816","3"
"8a6ad8d16a1ffff","1.0","37.7131","3"
"8a6ad8d136e7fff","1.0","30.0904","3"
"8a6ad8d1bbb7fff","1.0","34.0662","3"
"8a6ad8c30b67fff","1.0","33.8758","3"
"8a6ad8dae967fff","2.0","30.526","3"
"8a6ad8d8996ffff","2.0","34.447","3"
"8a6ad8d13b27fff","1.0","37.985","3"
"8a6ad8d89947fff","1.0","37.0769","3"
"8a6ad8d09a6ffff","1.0","36.0238","3"
"8a6ad8d83aeffff","1.2","30.2343","3"
"8a6ad8d02047fff","1.0","30.8305","3"
"8a6ad8d88d17fff","1.0","30.6431","3"
"8a6ad8d801b7fff","1.0","32.4169","3"
"8a6ad8c23097fff","1.8462","34.6414","3"
"8a6ad8c23997fff","2.65","38.3509","3"
"8a6ad8d0836ffff","2.1667","38.3069","3"
"8a6ad8c24557fff","1.5","37.4932","3"
"8a6ad8d1d6e7fff","1.2","37.5057","3"
"8a6ad8d0e137fff","1.5","37.3377","3"
"8a6ad8c32497fff","2.0","32.8713","3"
"8a6ad8daca87fff","1.6667","37.8979","3"
"8a6ad8c35aaffff","1.8182","36.4707","3"
"8a6ad8d8182ffff","1.25","37.3576","3"
"8a6ad8d19d0ffff","1.0","36.181","3"
"8a6ad8daca4ffff","2.9412","38.6958","3"
"8a6ad8d08b1ffff","1.2727","33.9867","3"
"8a6ad8c33c27fff","2.1333","30.7106","3"
"8a6ad8d0232ffff","2.3333","38.9778","3"
"8a6ad8d812affff","1.4286","36.2022","3"
"8a6ad8c30a07fff","2.1875","31.3617","3"
"8a6ad8d1eb27fff","2.25","31.6384","3"
"8a6ad8d818affff","1.375","34.3706","3"
"8a6ad8d5648ffff","1.4118","33.3084","3"
"8a6ad8c2368ffff","2.55","32.57","3"
"8a6ad8c26857fff","1.25","31.3966","3"
"8a6ad8d0a287fff","1.375","37.6558","3"
"8a6ad8d0e127fff","1.5","31.0358","3"
"8a6ad8d89807fff","2.0","34.1298","3"
"8a6ad8d818f7fff","1.5","30.099","3"
"8a6ad8d02a0ffff","2.6667","32.4765","3"
"8a6ad8d144effff","2.0","34.9896","3"
"8a6ad8d09a47fff","1.0","33.433","3"
"8a6ad8d88d37fff","1.0","35.4562","3"
"8a6ad8d1cd1ffff","1.0","35.8935","3"
"8a6ad8dacaa7fff","2.8125","31.7902","3"
"8a6ad8d89a1ffff","1.4286","32.7036","3"
"8a6ad8c30b47fff","2.1875","34.147","3"
"8a6ad8d0e567fff","1.1667","38.0386","3"
"8a6ad8d1b02ffff","1.25","32.1953","3"
"8a6ad8d1e237fff","2.1429","38.4184","3"
"8a6ad8dae337fff","1.9091","34.033","3"
"8a6ad8dac477fff","3.0","31.628","3"
"8a6ad8d08b37fff","1.625","33.1205","3"
"8a6ad8c23927fff","2.4167","32.0788","3"
"8a6ad8c30cc7fff","1.0","32.9707","3"
"8a6ad8d89b37fff","2.0","35.7813","3"
"8a6ad8d820dffff","2.0","30.248","3"
"8a6ad8dadd17fff","1.3","35.2535","3"
"8a6ad8dae16ffff","1.9","33.1762","3"
"8a6ad8d1ad27fff","2.0909","34.8211","3"
"8a6ad8c3075ffff","2.1176","30.7156","3"
"8a6ad8d0a2effff","1.25","30.6534","3"
"8a6ad8d81807fff","1.5","34.9445","3"
"8a6ad8d1c4e7fff","2.25","38.3406","3"
"8a6ad8c30ceffff","1.9091","30.6198","3"
"8a6ad8c33c47fff","2.1176","31.3679","3"
"8a6ad8d09a0ffff","1.0","30.8046","3"
"8a6ad8d1b01ffff","1.75","34.4134","3"
"8a6ad8c2064ffff","2.65","31.2396","3"
"8a6ad8d1b717fff","1.0","34.3178","3"
"8a6ad8c3460ffff","1.9091","30.064","3"
"8a6ad8d1ad9ffff","2.1818","32.8133","3"
"8a6ad8d88207fff","1.8","30.6316","3"
"8a6ad8c26887fff","1.3","32.2343","3"
"8a6ad8d026effff","2.0","31.8563","3"
"8a6ad8c3258ffff","1.8571","38.944","3"
"8a6ad8d8191ffff","1.5","35.1243","3"
"8a6ad8d0891ffff","1.6667","32.9326","3"
"8a6ad8dae047fff","2.1111","37.3828","3"
"8a6ad8d1c48ffff","1.25","32.8584","3"
"8a6ad8d1ad17fff","2.2","33.4356","3"
"8a6ad8d8809ffff","2.0","36.3995","3"
"8a6ad8c05c2ffff","2.7","35.7936","3"
"8a6ad8d8c787fff","2.0","38.6951","3"
"8a6ad8d136c7fff","2.875","33.6197","3"
"8a6ad8c3269ffff","2.5263","38.6901","3"
"8a6ad8d82067fff","2.5","34.0796","3"
"8a6ad8da29b7fff","1.0","35.2777","3"
"8a6ad8c25767fff","1.0","36.1848","3"
"8a6ad8d83097fff","1.4444","31.0803","3"
"8a6ad8d0b10ffff","1.0","34.9201","3"
"8a6ad8d0e55ffff","0.8333","31.2153","3"
"8a6ad8d8d2cffff","1.0","33.471","3"
"8a6ad8da0287fff","1.0","33.4348","3"
"8a6ad8da200ffff","1.0","36.6957","3"
"8a6ad8da28affff","2.0","38.0599","3"
"8a6ad8d89cd7fff","2.0","32.1795","3"
"8a6ad8c02b6ffff","1.5","34.9982","3"
"8a6ad8d88c37fff","1.5","34.0995","3"
"8a6ad8d8236ffff","2.5","31.3961","3"
"8a6ad8c05a37fff","2.85","30.5923","3"
"8a6ad8c35a2ffff","1.6667","36.7456","3"
"8a6ad8c24cdffff","1.4","34.83","3"
"8a6ad8c25657fff","1.85","37.8311","3"
"8a6ad8d8c98ffff","2.0","34.0604","3"
"8a6ad8d0915ffff","1.0","36.4481","3"
"8a6ad8c26987fff","1.3636","34.5687","3"
"8a6ad8d89967fff","2.0","37.6768","3"
"8a6ad8d1c507fff","2.0","36.1851","3"
"8a6ad8d0270ffff","2.25","34.026","3"
"8a6ad8dac59ffff","1.25","36.415","3"
"8a6ad8da158ffff","1.0","34.5839","3"
"8a6ad8c34767fff","1.9091","37.7452","3"
"8a6ad8d1e2affff","2.1111","31.3891","3"
"8a6ad8c21d27fff","1.85","31.2661","3"
"8a6ad8c202f7fff","2.5556","34.9311","3"
"8a6ad8d1ad37fff","2.0909","32.6673","3"
"8a6ad8da982ffff","2.1818","34.2652","3"
"8a6ad8d8309ffff","1.5","33.4288","3"
"8a6ad8d08b27fff","1.8333","31.8199","3"
"8a6ad8d8ed67fff","1.4286","32.8759","3"
"8a6ad8d1b0d7fff","1.75","33.9451","3"
"8a6ad8d1b15ffff","1.125","38.0032","3"
"8a6ad8d8531ffff","1.8","38.0778","3"
"8a6ad8c2066ffff","2.65","31.6391","3"
"8a6ad8d89b9ffff","1.0","32.5396","3"
"8a6ad8c2611ffff","1.0909","31.3132","3"
"8a6ad8d1489ffff","11.619","34.0856","3"
"8a6ad8d1eb07fff","2.0","30.1239","3"
"8a6ad8d1b71ffff","1.75","33.561","3"
"8a6ad8d8cd77fff","2.0","35.8853","3"
"8a6ad8dadd27fff","2.9375","36.9412","3"
"8a6ad8c03b1ffff","2.0","34.3619","3"
"8a6ad8dac15ffff","3.0","34.8744","3"
"8a6ad8c02a8ffff","1.0","32.9992","3"
"8a6ad8d1b847fff","1.125","32.1163","3"
"8a6ad8d853affff","2.1667","31.616","3"
"8a6ad8c25647fff","1.8","30.5114","3"
"8a6ad8d8ed1ffff","1.5714","33.6052","3"
"8a6adea481b7fff","3.1875","37.0574","3"
"8a6ad8c30b77fff","2.125","36.3806","3"
"8a6ad8c239b7fff","2.8235","33.8712","3"
"8a6ad8d8e99ffff","1.4286","31.4788","3"
"8a6ad8c25ba7fff","1.2857","36.07","3"
"8a6ad8d85a07fff","1.8","37.4147","3"
"8a6ad8c3362ffff","1.0","36.4379","3"
"8a6ad8d82b1ffff","1.0","35.3712","3"
"8a6ad8d837a7fff","2.2","31.6331","3"
"8a6ad8d0a29ffff","1.3333","31.1071","3"
"8a6ad8d1c4f7fff","2.0","30.305","3"
"8a6ad8d136d7fff","2.6","34.7971","3"
"8a6ad8c30b57fff","2.0625","31.4373","3"
"8a6ad8d8835ffff","1.8","32.881","3"
"8a6ad8c3418ffff","1.2","32.4937","3"
"8a6ad8c268e7fff","1.375","31.702","3"
"8a6ad8d801a7fff","1.0","35.3083","3"
"8a6ad8c26717fff","1.6","30.909","3"
"8a6ad8d1b7affff","1.8","37.9363","3"
"8a6ad8c306c7fff","2.0625","34.2506","3"
"8a6ad8c33c37fff","2.0","32.607","3"
"8a6ad8c2684ffff","1.5","30.2167","3"
"8a6ad8c05b57fff","2.85","38.7264","3"
"8a6ad8d0b087fff","1.625","33.8174","3"
"8a6ad8c20277fff","2.65","33.3439","3"
"8a6ad8d8164ffff","1.5","30.1868","3"
"8a6ad8d89507fff","2.0","32.9891","3"
"8a6ad8d8984ffff","2.0","31.6178","3"
"8a6ad8d8c807fff","2.0","37.2921","3"
"8a6ad8d8305ffff","1.2","32.1308","3"
"8a6ad8d0e41ffff","1.25","31.446","3"
"8a6ad8d026d7fff","2.0","31.3081","3"
"8a6ad8dae717fff","1.5","30.3691","3"
"8a6ad8d0a28ffff","1.4286","36.6662","3"
"8a6ad8c2560ffff","1.85","36.7735","3"
"8a6ad8d02adffff","2.6667","33.6615","3"
"8a6ad8c30a27fff","2.0625","32.8845","3"
"8a6ad8c23d67fff","2.55","31.447","3"
"8a6ad8d89877fff","2.0","33.0389","3"
"8a6ad8da2997fff","2.0","31.5902","3"
"8a6ad8c24d5ffff","1.3333","30.2029","3"
"8a6ad8d1e6d7fff","2.0909","34.0175","3"
"8a6ad8d1b00ffff","1.75","33.2658","3"
"8a6ad8d89b97fff","1.4286","34.7512","3"
"8a6ad8dac467fff","3.0","31.7271","3"
"8a6ad8c260e7fff","1.0","36.4715","3"
"8a6ad8d89a17fff","1.4286","37.6513","3"
"8a6ad8dae057fff","1.9091","33.0597","3"
"8a6ad8c2440ffff","1.5","37.2463","3"
"8a6ad8c26847fff","1.2222","34.6167","3"
"8a6ad8c2029ffff","2.65","31.6911","3"
"8a6ad8c21ca7fff","2.3158","34.9313","3"
"8a6ad8d02a37fff","2.6667","35.9956","3"
"8a6ad8d852b7fff","1.5","33.5405","3"
"8a6ad8d830e7fff","1.7778","31.171","3"
"8a6ad8d8129ffff","1.4286","31.3414","3"
"8a6ad8c25bb7fff","1.2143","33.0743","3"
"8a6ad8c25697fff","1.85","31.2417","3"
"8a6ad8d1adaffff","2.0909","34.8395","3"
"8a6ad8d83a57fff","1.5714","36.2024","3"
"8a6ad8d8ed77fff","1.4286","37.7812","3"
"8a6ad8dae0effff","2.0","33.5833","3"
"8a6ad8d020effff","2.25","34.5464","3"
"8a6ad8dac40ffff","3.3125","34.8143","3"
"8a6ad8d1c427fff","2.25","33.1649","3"
"8a6ad8d82b17fff","1.0","32.2584","3"
"8a6ad8c26137fff","1.2","30.0214","3"
"8a6ad8d8c697fff","2.0","34.6576","3"
"8a6ad8c26007fff","1.0","37.2591","3"
"8a6ad8d1d6c7fff","1.1667","38.6495","3"
"8a6ad8d0b9affff","1.5833","37.8682","3"
"8a6ad8d0a6c7fff","1.375","33.8628","3"
"8a6ad8d0169ffff","2.0","33.2589","3"
"8a6ad8da052ffff","1.0","36.1547","3"
"8a6ad8d830f7fff","1.7778","33.7162","3"
"8a6ad8d0c617fff","1.6667","35.9684","3"
"8a6ad8c2569ffff","1.85","38.1304","3"
"8a6ad8d8ed17fff","1.5714","32.3695","3"
"8a6ad8d1b72ffff","2.1111","30.6378","3"
"8a6ad8c322affff","2.7895","38.9264","3"
"8a6ad8c35af7fff","1.75","32.7806","3"
"8a6ad8d0884ffff","1.8333","34.4463","3"
"8a6ad8d1db37fff","1.1429","33.2305","3"
"8a6ad8c264cffff","1.75","31.9667","3"
"8a6ad8d81357fff","1.2","36.2184","3"
"8a6ad8d89ad7fff","1.4286","35.0816","3"
"8a6ad8c306d7fff","2.0","35.7129","3"
"8a6ad8d08917fff","1.6667","35.9212","3"
"8a6ad8c202c7fff","2.1111","30.5431","3"
"8a6ad8d1e2a7fff","2.1111","32.052","3"
"8a6ad8d8ed47fff","1.4286","30.7045","3"
"8a6ad8d8574ffff","1.25","32.2457","3"
"8a6ad8c24577fff","1.5","33.1628","3"
"8a6ad8c32587fff","1.8571","30.5939","3"
"8a6ad8c03b77fff","2.0","33.9459","3"
